Country,OECD,Gender,Answer,number,Question,Area
Jordan,Non-OECD,Male,Agree,908,ST29Q06,Math Interest
Jordan,Non-OECD,Male,Disagree,259,ST29Q06,Math Interest
Jordan,Non-OECD,Male,Strongly agree,773,ST29Q06,Math Interest
Jordan,Non-OECD,Male,Strongly disagree,167,ST29Q06,Math Interest
Jordan,Non-OECD,Male,NA,1316,ST29Q06,Math Interest
Kazakhstan,Non-OECD,Female,Agree,1071,ST29Q06,Math Interest
Kazakhstan,Non-OECD,Female,Disagree,268,ST29Q06,Math Interest
Kazakhstan,Non-OECD,Female,Strongly agree,549,ST29Q06,Math Interest
Kazakhstan,Non-OECD,Female,Strongly disagree,43,ST29Q06,Math Interest
Kazakhstan,Non-OECD,Female,NA,1000,ST29Q06,Math Interest
Kazakhstan,Non-OECD,Male,Agree,1051,ST29Q06,Math Interest
Kazakhstan,Non-OECD,Male,Disagree,287,ST29Q06,Math Interest
Kazakhstan,Non-OECD,Male,Strongly agree,520,ST29Q06,Math Interest
Kazakhstan,Non-OECD,Male,Strongly disagree,53,ST29Q06,Math Interest
Kazakhstan,Non-OECD,Male,NA,966,ST29Q06,Math Interest
Korea,OECD,Female,Agree,575,ST29Q06,Math Interest
Korea,OECD,Female,Disagree,548,ST29Q06,Math Interest
Korea,OECD,Female,Strongly agree,130,ST29Q06,Math Interest
Korea,OECD,Female,Strongly disagree,323,ST29Q06,Math Interest
Korea,OECD,Female,NA,766,ST29Q06,Math Interest
Korea,OECD,Male,Agree,657,ST29Q06,Math Interest
Korea,OECD,Male,Disagree,586,ST29Q06,Math Interest
Korea,OECD,Male,Strongly agree,224,ST29Q06,Math Interest
Korea,OECD,Male,Strongly disagree,309,ST29Q06,Math Interest
Korea,OECD,Male,NA,915,ST29Q06,Math Interest
Latvia,Non-OECD,Female,Agree,583,ST29Q06,Math Interest
Latvia,Non-OECD,Female,Disagree,653,ST29Q06,Math Interest
Latvia,Non-OECD,Female,Strongly agree,101,ST29Q06,Math Interest
Latvia,Non-OECD,Female,Strongly disagree,111,ST29Q06,Math Interest
Latvia,Non-OECD,Female,NA,740,ST29Q06,Math Interest
Latvia,Non-OECD,Male,Agree,584,ST29Q06,Math Interest
Latvia,Non-OECD,Male,Disagree,530,ST29Q06,Math Interest
Latvia,Non-OECD,Male,Strongly agree,149,ST29Q06,Math Interest
Latvia,Non-OECD,Male,Strongly disagree,143,ST29Q06,Math Interest
Latvia,Non-OECD,Male,NA,712,ST29Q06,Math Interest
Liechtenstein,Non-OECD,Female,Agree,32,ST29Q06,Math Interest
Liechtenstein,Non-OECD,Female,Disagree,37,ST29Q06,Math Interest
Liechtenstein,Non-OECD,Female,Strongly agree,13,ST29Q06,Math Interest
Liechtenstein,Non-OECD,Female,Strongly disagree,13,ST29Q06,Math Interest
Liechtenstein,Non-OECD,Female,NA,43,ST29Q06,Math Interest
Liechtenstein,Non-OECD,Male,Agree,39,ST29Q06,Math Interest
Liechtenstein,Non-OECD,Male,Disagree,25,ST29Q06,Math Interest
Liechtenstein,Non-OECD,Male,Strongly agree,23,ST29Q06,Math Interest
Liechtenstein,Non-OECD,Male,Strongly disagree,12,ST29Q06,Math Interest
Liechtenstein,Non-OECD,Male,NA,56,ST29Q06,Math Interest
Lithuania,Non-OECD,Female,Agree,600,ST29Q06,Math Interest
Lithuania,Non-OECD,Female,Disagree,403,ST29Q06,Math Interest
Lithuania,Non-OECD,Female,Strongly agree,238,ST29Q06,Math Interest
Lithuania,Non-OECD,Female,Strongly disagree,240,ST29Q06,Math Interest
Lithuania,Non-OECD,Female,NA,802,ST29Q06,Math Interest
Lithuania,Non-OECD,Male,Agree,638,ST29Q06,Math Interest
Lithuania,Non-OECD,Male,Disagree,406,ST29Q06,Math Interest
Lithuania,Non-OECD,Male,Strongly agree,275,ST29Q06,Math Interest
Lithuania,Non-OECD,Male,Strongly disagree,225,ST29Q06,Math Interest
Lithuania,Non-OECD,Male,NA,791,ST29Q06,Math Interest
Luxembourg,OECD,Female,Agree,518,ST29Q06,Math Interest
Luxembourg,OECD,Female,Disagree,568,ST29Q06,Math Interest
Luxembourg,OECD,Female,Strongly agree,157,ST29Q06,Math Interest
Luxembourg,OECD,Female,Strongly disagree,425,ST29Q06,Math Interest
Luxembourg,OECD,Female,NA,913,ST29Q06,Math Interest
Luxembourg,OECD,Male,Agree,665,ST29Q06,Math Interest
Luxembourg,OECD,Male,Disagree,471,ST29Q06,Math Interest
Luxembourg,OECD,Male,Strongly agree,318,ST29Q06,Math Interest
Luxembourg,OECD,Male,Strongly disagree,297,ST29Q06,Math Interest
Luxembourg,OECD,Male,NA,926,ST29Q06,Math Interest
Macao-China,Non-OECD,Female,Agree,510,ST29Q06,Math Interest
Macao-China,Non-OECD,Female,Disagree,854,ST29Q06,Math Interest
Macao-China,Non-OECD,Female,Strongly agree,116,ST29Q06,Math Interest
Macao-China,Non-OECD,Female,Strongly disagree,218,ST29Q06,Math Interest
Macao-China,Non-OECD,Female,NA,906,ST29Q06,Math Interest
Macao-China,Non-OECD,Male,Agree,727,ST29Q06,Math Interest
Macao-China,Non-OECD,Male,Disagree,670,ST29Q06,Math Interest
Macao-China,Non-OECD,Male,Strongly agree,280,ST29Q06,Math Interest
Macao-China,Non-OECD,Male,Strongly disagree,164,ST29Q06,Math Interest
Macao-China,Non-OECD,Male,NA,890,ST29Q06,Math Interest
Malaysia,Non-OECD,Female,Agree,986,ST29Q06,Math Interest
Malaysia,Non-OECD,Female,Disagree,309,ST29Q06,Math Interest
Malaysia,Non-OECD,Female,Strongly agree,518,ST29Q06,Math Interest
Malaysia,Non-OECD,Female,Strongly disagree,25,ST29Q06,Math Interest
Malaysia,Non-OECD,Female,NA,907,ST29Q06,Math Interest
Malaysia,Non-OECD,Male,Agree,842,ST29Q06,Math Interest
Malaysia,Non-OECD,Male,Disagree,282,ST29Q06,Math Interest
Malaysia,Non-OECD,Male,Strongly agree,389,ST29Q06,Math Interest
Malaysia,Non-OECD,Male,Strongly disagree,50,ST29Q06,Math Interest
Malaysia,Non-OECD,Male,NA,889,ST29Q06,Math Interest
Massachusetts (USA),Non-OECD,Female,Agree,207,ST29Q06,Math Interest
Massachusetts (USA),Non-OECD,Female,Disagree,213,ST29Q06,Math Interest
Massachusetts (USA),Non-OECD,Female,Strongly agree,63,ST29Q06,Math Interest
Massachusetts (USA),Non-OECD,Female,Strongly disagree,85,ST29Q06,Math Interest
Massachusetts (USA),Non-OECD,Female,NA,324,ST29Q06,Math Interest
Massachusetts (USA),Non-OECD,Male,Agree,218,ST29Q06,Math Interest
Massachusetts (USA),Non-OECD,Male,Disagree,182,ST29Q06,Math Interest
Massachusetts (USA),Non-OECD,Male,Strongly agree,75,ST29Q06,Math Interest
Massachusetts (USA),Non-OECD,Male,Strongly disagree,63,ST29Q06,Math Interest
Massachusetts (USA),Non-OECD,Male,NA,293,ST29Q06,Math Interest
Mexico,OECD,Female,Agree,6508,ST29Q06,Math Interest
Mexico,OECD,Female,Disagree,1637,ST29Q06,Math Interest
Mexico,OECD,Female,Strongly agree,3092,ST29Q06,Math Interest
Mexico,OECD,Female,Strongly disagree,278,ST29Q06,Math Interest
Mexico,OECD,Female,NA,6038,ST29Q06,Math Interest
Mexico,OECD,Male,Agree,5787,ST29Q06,Math Interest
Mexico,OECD,Male,Disagree,1248,ST29Q06,Math Interest
Mexico,OECD,Male,Strongly agree,3375,ST29Q06,Math Interest
Mexico,OECD,Male,Strongly disagree,266,ST29Q06,Math Interest
Mexico,OECD,Male,NA,5577,ST29Q06,Math Interest
Montenegro,Non-OECD,Female,Agree,593,ST29Q06,Math Interest
Montenegro,Non-OECD,Female,Disagree,532,ST29Q06,Math Interest
Montenegro,Non-OECD,Female,Strongly agree,178,ST29Q06,Math Interest
Montenegro,Non-OECD,Female,Strongly disagree,222,ST29Q06,Math Interest
Montenegro,Non-OECD,Female,NA,848,ST29Q06,Math Interest
Montenegro,Non-OECD,Male,Agree,618,ST29Q06,Math Interest
Montenegro,Non-OECD,Male,Disagree,460,ST29Q06,Math Interest
Montenegro,Non-OECD,Male,Strongly agree,217,ST29Q06,Math Interest
Montenegro,Non-OECD,Male,Strongly disagree,243,ST29Q06,Math Interest
Montenegro,Non-OECD,Male,NA,833,ST29Q06,Math Interest
Netherlands,OECD,Female,Agree,431,ST29Q06,Math Interest
Netherlands,OECD,Female,Disagree,598,ST29Q06,Math Interest
Netherlands,OECD,Female,Strongly agree,71,ST29Q06,Math Interest
Netherlands,OECD,Female,Strongly disagree,259,ST29Q06,Math Interest
Netherlands,OECD,Female,NA,786,ST29Q06,Math Interest
Netherlands,OECD,Male,Agree,631,ST29Q06,Math Interest
Netherlands,OECD,Male,Disagree,529,ST29Q06,Math Interest
Netherlands,OECD,Male,Strongly agree,104,ST29Q06,Math Interest
Netherlands,OECD,Male,Strongly disagree,202,ST29Q06,Math Interest
Netherlands,OECD,Male,NA,849,ST29Q06,Math Interest
New Zealand,OECD,Female,Agree,536,ST29Q06,Math Interest
New Zealand,OECD,Female,Disagree,535,ST29Q06,Math Interest
New Zealand,OECD,Female,Strongly agree,131,ST29Q06,Math Interest
New Zealand,OECD,Female,Strongly disagree,178,ST29Q06,Math Interest
New Zealand,OECD,Female,NA,751,ST29Q06,Math Interest
New Zealand,OECD,Male,Agree,645,ST29Q06,Math Interest
New Zealand,OECD,Male,Disagree,447,ST29Q06,Math Interest
New Zealand,OECD,Male,Strongly agree,201,ST29Q06,Math Interest
New Zealand,OECD,Male,Strongly disagree,95,ST29Q06,Math Interest
New Zealand,OECD,Male,NA,772,ST29Q06,Math Interest
Norway,OECD,Female,Agree,519,ST29Q06,Math Interest
Norway,OECD,Female,Disagree,517,ST29Q06,Math Interest
Norway,OECD,Female,Strongly agree,169,ST29Q06,Math Interest
Norway,OECD,Female,Strongly disagree,274,ST29Q06,Math Interest
Norway,OECD,Female,NA,812,ST29Q06,Math Interest
Norway,OECD,Male,Agree,622,ST29Q06,Math Interest
Norway,OECD,Male,Disagree,446,ST29Q06,Math Interest
Norway,OECD,Male,Strongly agree,191,ST29Q06,Math Interest
Norway,OECD,Male,Strongly disagree,267,ST29Q06,Math Interest
Norway,OECD,Male,NA,869,ST29Q06,Math Interest
Perm(Russian Federation),Non-OECD,Female,Agree,294,ST29Q06,Math Interest
Perm(Russian Federation),Non-OECD,Female,Disagree,180,ST29Q06,Math Interest
Perm(Russian Federation),Non-OECD,Female,Strongly agree,66,ST29Q06,Math Interest
Perm(Russian Federation),Non-OECD,Female,Strongly disagree,30,ST29Q06,Math Interest
Perm(Russian Federation),Non-OECD,Female,NA,292,ST29Q06,Math Interest
Perm(Russian Federation),Non-OECD,Male,Agree,323,ST29Q06,Math Interest
Perm(Russian Federation),Non-OECD,Male,Disagree,155,ST29Q06,Math Interest
Perm(Russian Federation),Non-OECD,Male,Strongly agree,93,ST29Q06,Math Interest
Perm(Russian Federation),Non-OECD,Male,Strongly disagree,31,ST29Q06,Math Interest
Perm(Russian Federation),Non-OECD,Male,NA,297,ST29Q06,Math Interest
Peru,Non-OECD,Female,Agree,1199,ST29Q06,Math Interest
Peru,Non-OECD,Female,Disagree,255,ST29Q06,Math Interest
Peru,Non-OECD,Female,Strongly agree,501,ST29Q06,Math Interest
Peru,Non-OECD,Female,Strongly disagree,39,ST29Q06,Math Interest
Peru,Non-OECD,Female,NA,1124,ST29Q06,Math Interest
Peru,Non-OECD,Male,Agree,1059,ST29Q06,Math Interest
Peru,Non-OECD,Male,Disagree,245,ST29Q06,Math Interest
Peru,Non-OECD,Male,Strongly agree,541,ST29Q06,Math Interest
Peru,Non-OECD,Male,Strongly disagree,40,ST29Q06,Math Interest
Peru,Non-OECD,Male,NA,1032,ST29Q06,Math Interest
Poland,OECD,Female,Agree,518,ST29Q06,Math Interest
Poland,OECD,Female,Disagree,684,ST29Q06,Math Interest
Poland,OECD,Female,Strongly agree,139,ST29Q06,Math Interest
Poland,OECD,Female,Strongly disagree,244,ST29Q06,Math Interest
Poland,OECD,Female,NA,803,ST29Q06,Math Interest
Poland,OECD,Male,Agree,595,ST29Q06,Math Interest
Poland,OECD,Male,Disagree,522,ST29Q06,Math Interest
Poland,OECD,Male,Strongly agree,148,ST29Q06,Math Interest
Poland,OECD,Male,Strongly disagree,205,ST29Q06,Math Interest
Poland,OECD,Male,NA,749,ST29Q06,Math Interest
Portugal,OECD,Female,Agree,964,ST29Q06,Math Interest
Portugal,OECD,Female,Disagree,471,ST29Q06,Math Interest
Portugal,OECD,Female,Strongly agree,268,ST29Q06,Math Interest
Portugal,OECD,Female,Strongly disagree,146,ST29Q06,Math Interest
Portugal,OECD,Female,NA,1004,ST29Q06,Math Interest
Portugal,OECD,Male,Agree,940,ST29Q06,Math Interest
Portugal,OECD,Male,Disagree,471,ST29Q06,Math Interest
Portugal,OECD,Male,Strongly agree,316,ST29Q06,Math Interest
Portugal,OECD,Male,Strongly disagree,134,ST29Q06,Math Interest
Portugal,OECD,Male,NA,1008,ST29Q06,Math Interest
Qatar,Non-OECD,Female,Agree,1536,ST29Q06,Math Interest
Qatar,Non-OECD,Female,Disagree,718,ST29Q06,Math Interest
Qatar,Non-OECD,Female,Strongly agree,823,ST29Q06,Math Interest
Qatar,Non-OECD,Female,Strongly disagree,357,ST29Q06,Math Interest
Qatar,Non-OECD,Female,NA,1871,ST29Q06,Math Interest
Qatar,Non-OECD,Male,Agree,1471,ST29Q06,Math Interest
Qatar,Non-OECD,Male,Disagree,538,ST29Q06,Math Interest
Qatar,Non-OECD,Male,Strongly agree,1118,ST29Q06,Math Interest
Qatar,Non-OECD,Male,Strongly disagree,246,ST29Q06,Math Interest
Qatar,Non-OECD,Male,NA,2288,ST29Q06,Math Interest
Romania,Non-OECD,Female,Agree,488,ST29Q06,Math Interest
Romania,Non-OECD,Female,Disagree,787,ST29Q06,Math Interest
Romania,Non-OECD,Female,Strongly agree,249,ST29Q06,Math Interest
Romania,Non-OECD,Female,Strongly disagree,156,ST29Q06,Math Interest
Romania,Non-OECD,Female,NA,892,ST29Q06,Math Interest
Romania,Non-OECD,Male,Agree,493,ST29Q06,Math Interest
Romania,Non-OECD,Male,Disagree,780,ST29Q06,Math Interest
Romania,Non-OECD,Male,Strongly agree,235,ST29Q06,Math Interest
Romania,Non-OECD,Male,Strongly disagree,152,ST29Q06,Math Interest
Romania,Non-OECD,Male,NA,842,ST29Q06,Math Interest
Russian Federation,Non-OECD,Female,Agree,929,ST29Q06,Math Interest
Russian Federation,Non-OECD,Female,Disagree,475,ST29Q06,Math Interest
Russian Federation,Non-OECD,Female,Strongly agree,251,ST29Q06,Math Interest
Russian Federation,Non-OECD,Female,Strongly disagree,81,ST29Q06,Math Interest
Russian Federation,Non-OECD,Female,NA,878,ST29Q06,Math Interest
Russian Federation,Non-OECD,Male,Agree,927,ST29Q06,Math Interest
Russian Federation,Non-OECD,Male,Disagree,420,ST29Q06,Math Interest
Russian Federation,Non-OECD,Male,Strongly agree,279,ST29Q06,Math Interest
Russian Federation,Non-OECD,Male,Strongly disagree,69,ST29Q06,Math Interest
Russian Federation,Non-OECD,Male,NA,922,ST29Q06,Math Interest
Serbia,Non-OECD,Female,Agree,576,ST29Q06,Math Interest
Serbia,Non-OECD,Female,Disagree,607,ST29Q06,Math Interest
Serbia,Non-OECD,Female,Strongly agree,128,ST29Q06,Math Interest
Serbia,Non-OECD,Female,Strongly disagree,223,ST29Q06,Math Interest
Serbia,Non-OECD,Female,NA,834,ST29Q06,Math Interest
Serbia,Non-OECD,Male,Agree,586,ST29Q06,Math Interest
Serbia,Non-OECD,Male,Disagree,529,ST29Q06,Math Interest
Serbia,Non-OECD,Male,Strongly agree,174,ST29Q06,Math Interest
Serbia,Non-OECD,Male,Strongly disagree,189,ST29Q06,Math Interest
Serbia,Non-OECD,Male,NA,838,ST29Q06,Math Interest
Singapore,Non-OECD,Female,Agree,949,ST29Q06,Math Interest
Singapore,Non-OECD,Female,Disagree,373,ST29Q06,Math Interest
Singapore,Non-OECD,Female,Strongly agree,438,ST29Q06,Math Interest
Singapore,Non-OECD,Female,Strongly disagree,62,ST29Q06,Math Interest
Singapore,Non-OECD,Female,NA,930,ST29Q06,Math Interest
Singapore,Non-OECD,Male,Agree,876,ST29Q06,Math Interest
Singapore,Non-OECD,Male,Disagree,320,ST29Q06,Math Interest
Singapore,Non-OECD,Male,Strongly agree,573,ST29Q06,Math Interest
Singapore,Non-OECD,Male,Strongly disagree,93,ST29Q06,Math Interest
Singapore,Non-OECD,Male,NA,932,ST29Q06,Math Interest
Slovak Republic,OECD,Female,Agree,343,ST29Q06,Math Interest
Slovak Republic,OECD,Female,Disagree,757,ST29Q06,Math Interest
Slovak Republic,OECD,Female,Strongly agree,77,ST29Q06,Math Interest
Slovak Republic,OECD,Female,Strongly disagree,285,ST29Q06,Math Interest
Slovak Republic,OECD,Female,NA,769,ST29Q06,Math Interest
Slovak Republic,OECD,Male,Agree,508,ST29Q06,Math Interest
Slovak Republic,OECD,Male,Disagree,675,ST29Q06,Math Interest
Slovak Republic,OECD,Male,Strongly agree,128,ST29Q06,Math Interest
Slovak Republic,OECD,Male,Strongly disagree,225,ST29Q06,Math Interest
Slovak Republic,OECD,Male,NA,911,ST29Q06,Math Interest
Slovenia,OECD,Female,Agree,427,ST29Q06,Math Interest
Slovenia,OECD,Female,Disagree,781,ST29Q06,Math Interest
Slovenia,OECD,Female,Strongly agree,111,ST29Q06,Math Interest
Slovenia,OECD,Female,Strongly disagree,410,ST29Q06,Math Interest
Slovenia,OECD,Female,NA,970,ST29Q06,Math Interest
Slovenia,OECD,Male,Agree,672,ST29Q06,Math Interest
Slovenia,OECD,Male,Disagree,770,ST29Q06,Math Interest
Slovenia,OECD,Male,Strongly agree,205,ST29Q06,Math Interest
Slovenia,OECD,Male,Strongly disagree,361,ST29Q06,Math Interest
Slovenia,OECD,Male,NA,1204,ST29Q06,Math Interest
Spain,OECD,Female,Agree,3634,ST29Q06,Math Interest
Spain,OECD,Female,Disagree,2601,ST29Q06,Math Interest
Spain,OECD,Female,Strongly agree,1025,ST29Q06,Math Interest
Spain,OECD,Female,Strongly disagree,1102,ST29Q06,Math Interest
Spain,OECD,Female,NA,4328,ST29Q06,Math Interest
Spain,OECD,Male,Agree,3681,ST29Q06,Math Interest
Spain,OECD,Male,Disagree,2109,ST29Q06,Math Interest
Spain,OECD,Male,Strongly agree,1392,ST29Q06,Math Interest
Spain,OECD,Male,Strongly disagree,1057,ST29Q06,Math Interest
Spain,OECD,Male,NA,4384,ST29Q06,Math Interest
Sweden,OECD,Female,Agree,577,ST29Q06,Math Interest
Sweden,OECD,Female,Disagree,576,ST29Q06,Math Interest
Sweden,OECD,Female,Strongly agree,211,ST29Q06,Math Interest
Sweden,OECD,Female,Strongly disagree,217,ST29Q06,Math Interest
Sweden,OECD,Female,NA,797,ST29Q06,Math Interest
Sweden,OECD,Male,Agree,611,ST29Q06,Math Interest
Sweden,OECD,Male,Disagree,415,ST29Q06,Math Interest
Sweden,OECD,Male,Strongly agree,276,ST29Q06,Math Interest
Sweden,OECD,Male,Strongly disagree,179,ST29Q06,Math Interest
Sweden,OECD,Male,NA,877,ST29Q06,Math Interest
Switzerland,OECD,Female,Agree,1511,ST29Q06,Math Interest
Switzerland,OECD,Female,Disagree,1335,ST29Q06,Math Interest
Switzerland,OECD,Female,Strongly agree,315,ST29Q06,Math Interest
Switzerland,OECD,Female,Strongly disagree,554,ST29Q06,Math Interest
Switzerland,OECD,Female,NA,1864,ST29Q06,Math Interest
Switzerland,OECD,Male,Agree,1763,ST29Q06,Math Interest
Switzerland,OECD,Male,Disagree,765,ST29Q06,Math Interest
Switzerland,OECD,Male,Strongly agree,825,ST29Q06,Math Interest
Switzerland,OECD,Male,Strongly disagree,316,ST29Q06,Math Interest
Switzerland,OECD,Male,NA,1981,ST29Q06,Math Interest
Thailand,Non-OECD,Female,Agree,1528,ST29Q06,Math Interest
Thailand,Non-OECD,Female,Disagree,336,ST29Q06,Math Interest
Thailand,Non-OECD,Female,Strongly agree,556,ST29Q06,Math Interest
Thailand,Non-OECD,Female,Strongly disagree,43,ST29Q06,Math Interest
Thailand,Non-OECD,Female,NA,1273,ST29Q06,Math Interest
Thailand,Non-OECD,Male,Agree,1227,ST29Q06,Math Interest
Thailand,Non-OECD,Male,Disagree,231,ST29Q06,Math Interest
Thailand,Non-OECD,Male,Strongly agree,442,ST29Q06,Math Interest
Thailand,Non-OECD,Male,Strongly disagree,32,ST29Q06,Math Interest
Thailand,Non-OECD,Male,NA,938,ST29Q06,Math Interest
Tunisia,Non-OECD,Female,Agree,685,ST29Q06,Math Interest
Tunisia,Non-OECD,Female,Disagree,285,ST29Q06,Math Interest
Tunisia,Non-OECD,Female,Strongly agree,462,ST29Q06,Math Interest
Tunisia,Non-OECD,Female,Strongly disagree,108,ST29Q06,Math Interest
Tunisia,Non-OECD,Female,NA,850,ST29Q06,Math Interest
Tunisia,Non-OECD,Male,Agree,578,ST29Q06,Math Interest
Tunisia,Non-OECD,Male,Disagree,205,ST29Q06,Math Interest
Tunisia,Non-OECD,Male,Strongly agree,430,ST29Q06,Math Interest
Tunisia,Non-OECD,Male,Strongly disagree,86,ST29Q06,Math Interest
Tunisia,Non-OECD,Male,NA,718,ST29Q06,Math Interest
Turkey,OECD,Female,Agree,604,ST29Q06,Math Interest
Turkey,OECD,Female,Disagree,459,ST29Q06,Math Interest
Turkey,OECD,Female,Strongly agree,349,ST29Q06,Math Interest
Turkey,OECD,Female,Strongly disagree,156,ST29Q06,Math Interest
Turkey,OECD,Female,NA,802,ST29Q06,Math Interest
Turkey,OECD,Male,Agree,641,ST29Q06,Math Interest
Turkey,OECD,Male,Disagree,434,ST29Q06,Math Interest
Turkey,OECD,Male,Strongly agree,384,ST29Q06,Math Interest
Turkey,OECD,Male,Strongly disagree,140,ST29Q06,Math Interest
Turkey,OECD,Male,NA,879,ST29Q06,Math Interest
United Arab Emirates,Non-OECD,Female,Agree,1732,ST29Q06,Math Interest
United Arab Emirates,Non-OECD,Female,Disagree,866,ST29Q06,Math Interest
United Arab Emirates,Non-OECD,Female,Strongly agree,947,ST29Q06,Math Interest
United Arab Emirates,Non-OECD,Female,Strongly disagree,255,ST29Q06,Math Interest
United Arab Emirates,Non-OECD,Female,NA,1992,ST29Q06,Math Interest
United Arab Emirates,Non-OECD,Male,Agree,1656,ST29Q06,Math Interest
United Arab Emirates,Non-OECD,Male,Disagree,622,ST29Q06,Math Interest
United Arab Emirates,Non-OECD,Male,Strongly agree,1138,ST29Q06,Math Interest
United Arab Emirates,Non-OECD,Male,Strongly disagree,258,ST29Q06,Math Interest
United Arab Emirates,Non-OECD,Male,NA,2034,ST29Q06,Math Interest
United Kingdom,OECD,Female,Agree,1559,ST29Q06,Math Interest
United Kingdom,OECD,Female,Disagree,1581,ST29Q06,Math Interest
United Kingdom,OECD,Female,Strongly agree,551,ST29Q06,Math Interest
United Kingdom,OECD,Female,Strongly disagree,456,ST29Q06,Math Interest
United Kingdom,OECD,Female,NA,2161,ST29Q06,Math Interest
United Kingdom,OECD,Male,Agree,1759,ST29Q06,Math Interest
United Kingdom,OECD,Male,Disagree,1377,ST29Q06,Math Interest
United Kingdom,OECD,Male,Strongly agree,630,ST29Q06,Math Interest
United Kingdom,OECD,Male,Strongly disagree,395,ST29Q06,Math Interest
United Kingdom,OECD,Male,NA,2190,ST29Q06,Math Interest
United States of America,OECD,Female,Agree,548,ST29Q06,Math Interest
United States of America,OECD,Female,Disagree,634,ST29Q06,Math Interest
United States of America,OECD,Female,Strongly agree,212,ST29Q06,Math Interest
United States of America,OECD,Female,Strongly disagree,229,ST29Q06,Math Interest
United States of America,OECD,Female,NA,830,ST29Q06,Math Interest
United States of America,OECD,Male,Agree,625,ST29Q06,Math Interest
United States of America,OECD,Male,Disagree,564,ST29Q06,Math Interest
United States of America,OECD,Male,Strongly agree,244,ST29Q06,Math Interest
United States of America,OECD,Male,Strongly disagree,187,ST29Q06,Math Interest
United States of America,OECD,Male,NA,905,ST29Q06,Math Interest
Uruguay,Non-OECD,Female,Agree,897,ST29Q06,Math Interest
Uruguay,Non-OECD,Female,Disagree,462,ST29Q06,Math Interest
Uruguay,Non-OECD,Female,Strongly agree,370,ST29Q06,Math Interest
Uruguay,Non-OECD,Female,Strongly disagree,118,ST29Q06,Math Interest
Uruguay,Non-OECD,Female,NA,979,ST29Q06,Math Interest
Uruguay,Non-OECD,Male,Agree,740,ST29Q06,Math Interest
Uruguay,Non-OECD,Male,Disagree,312,ST29Q06,Math Interest
Uruguay,Non-OECD,Male,Strongly agree,376,ST29Q06,Math Interest
Uruguay,Non-OECD,Male,Strongly disagree,122,ST29Q06,Math Interest
Uruguay,Non-OECD,Male,NA,939,ST29Q06,Math Interest
Vietnam,Non-OECD,Female,Agree,1090,ST29Q06,Math Interest
Vietnam,Non-OECD,Female,Disagree,389,ST29Q06,Math Interest
Vietnam,Non-OECD,Female,Strongly agree,281,ST29Q06,Math Interest
Vietnam,Non-OECD,Female,Strongly disagree,13,ST29Q06,Math Interest
Vietnam,Non-OECD,Female,NA,875,ST29Q06,Math Interest
Vietnam,Non-OECD,Male,Agree,962,ST29Q06,Math Interest
Vietnam,Non-OECD,Male,Disagree,231,ST29Q06,Math Interest
Vietnam,Non-OECD,Male,Strongly agree,281,ST29Q06,Math Interest
Vietnam,Non-OECD,Male,Strongly disagree,15,ST29Q06,Math Interest
Vietnam,Non-OECD,Male,NA,822,ST29Q06,Math Interest
Albania,Non-OECD,Female,Agree,395,ST42Q03,Math Anxiety
Albania,Non-OECD,Female,Disagree,558,ST42Q03,Math Anxiety
Albania,Non-OECD,Female,Strongly agree,128,ST42Q03,Math Anxiety
Albania,Non-OECD,Female,Strongly disagree,224,ST42Q03,Math Anxiety
Albania,Non-OECD,Female,NA,1111,ST42Q03,Math Anxiety
Albania,Non-OECD,Male,Agree,376,ST42Q03,Math Anxiety
Albania,Non-OECD,Male,Disagree,573,ST42Q03,Math Anxiety
Albania,Non-OECD,Male,Strongly agree,155,ST42Q03,Math Anxiety
Albania,Non-OECD,Male,Strongly disagree,240,ST42Q03,Math Anxiety
Albania,Non-OECD,Male,NA,983,ST42Q03,Math Anxiety
Argentina,Non-OECD,Female,Agree,626,ST42Q03,Math Anxiety
Argentina,Non-OECD,Female,Disagree,681,ST42Q03,Math Anxiety
Argentina,Non-OECD,Female,Strongly agree,377,ST42Q03,Math Anxiety
Argentina,Non-OECD,Female,Strongly disagree,205,ST42Q03,Math Anxiety
Argentina,Non-OECD,Female,NA,1224,ST42Q03,Math Anxiety
Argentina,Non-OECD,Male,Agree,532,ST42Q03,Math Anxiety
Argentina,Non-OECD,Male,Disagree,652,ST42Q03,Math Anxiety
Argentina,Non-OECD,Male,Strongly agree,283,ST42Q03,Math Anxiety
Argentina,Non-OECD,Male,Strongly disagree,278,ST42Q03,Math Anxiety
Argentina,Non-OECD,Male,NA,1050,ST42Q03,Math Anxiety
Australia,OECD,Female,Agree,1320,ST42Q03,Math Anxiety
Australia,OECD,Female,Disagree,2132,ST42Q03,Math Anxiety
Australia,OECD,Female,Strongly agree,567,ST42Q03,Math Anxiety
Australia,OECD,Female,Strongly disagree,569,ST42Q03,Math Anxiety
Australia,OECD,Female,NA,2487,ST42Q03,Math Anxiety
Australia,OECD,Male,Agree,1211,ST42Q03,Math Anxiety
Australia,OECD,Male,Disagree,2227,ST42Q03,Math Anxiety
Australia,OECD,Male,Strongly agree,410,ST42Q03,Math Anxiety
Australia,OECD,Male,Strongly disagree,817,ST42Q03,Math Anxiety
Australia,OECD,Male,NA,2741,ST42Q03,Math Anxiety
Austria,OECD,Female,Agree,383,ST42Q03,Math Anxiety
