"","Country","Gender","Answer","number","Question","Area"
"1221","Uruguay","Female","ST77Q06",2826,"ST77Q06","Math Teaching"
"1222","Uruguay","Male","ST77Q06",2489,"ST77Q06","Math Teaching"
"1223","Vietnam","Female","ST77Q06",2648,"ST77Q06","Math Teaching"
"1224","Vietnam","Male","ST77Q06",2311,"ST77Q06","Math Teaching"
"1225","Albania","Female","ST29Q01",2416,"ST29Q01","Math Interest"
"1226","Albania","Male","ST29Q01",2327,"ST29Q01","Math Interest"
"1227","Argentina","Female","ST29Q01",3113,"ST29Q01","Math Interest"
"1228","Argentina","Male","ST29Q01",2795,"ST29Q01","Math Interest"
"1229","Australia","Female","ST29Q01",7075,"ST29Q01","Math Interest"
"1230","Australia","Male","ST29Q01",7406,"ST29Q01","Math Interest"
"1231","Austria","Female","ST29Q01",2357,"ST29Q01","Math Interest"
"1232","Austria","Male","ST29Q01",2398,"ST29Q01","Math Interest"
"1233","Belgium","Female","ST29Q01",4287,"ST29Q01","Math Interest"
"1234","Belgium","Male","ST29Q01",4310,"ST29Q01","Math Interest"
"1235","Brazil","Female","ST29Q01",10175,"ST29Q01","Math Interest"
"1236","Brazil","Male","ST29Q01",9029,"ST29Q01","Math Interest"
"1237","Bulgaria","Female","ST29Q01",2578,"ST29Q01","Math Interest"
"1238","Bulgaria","Male","ST29Q01",2704,"ST29Q01","Math Interest"
"1239","Canada","Female","ST29Q01",10943,"ST29Q01","Math Interest"
"1240","Canada","Male","ST29Q01",10601,"ST29Q01","Math Interest"
"1241","Chile","Female","ST29Q01",3512,"ST29Q01","Math Interest"
"1242","Chile","Male","ST29Q01",3344,"ST29Q01","Math Interest"
"1243","China-Shanghai","Female","ST29Q01",2637,"ST29Q01","Math Interest"
"1244","China-Shanghai","Male","ST29Q01",2540,"ST29Q01","Math Interest"
"1245","Chinese Taipei","Female","ST29Q01",3111,"ST29Q01","Math Interest"
"1246","Chinese Taipei","Male","ST29Q01",2935,"ST29Q01","Math Interest"
"1247","Colombia","Female","ST29Q01",4807,"ST29Q01","Math Interest"
"1248","Colombia","Male","ST29Q01",4266,"ST29Q01","Math Interest"
"1249","Connecticut (USA)","Female","ST29Q01",845,"ST29Q01","Math Interest"
"1250","Connecticut (USA)","Male","ST29Q01",852,"ST29Q01","Math Interest"
"1251","Costa Rica","Female","ST29Q01",2460,"ST29Q01","Math Interest"
"1252","Costa Rica","Male","ST29Q01",2142,"ST29Q01","Math Interest"
"1253","Croatia","Female","ST29Q01",2480,"ST29Q01","Math Interest"
"1254","Croatia","Male","ST29Q01",2528,"ST29Q01","Math Interest"
"1255","Czech Republic","Female","ST29Q01",2680,"ST29Q01","Math Interest"
"1256","Czech Republic","Male","ST29Q01",2647,"ST29Q01","Math Interest"
"1257","Denmark","Female","ST29Q01",3777,"ST29Q01","Math Interest"
"1258","Denmark","Male","ST29Q01",3704,"ST29Q01","Math Interest"
"1259","Estonia","Female","ST29Q01",2409,"ST29Q01","Math Interest"
"1260","Estonia","Male","ST29Q01",2370,"ST29Q01","Math Interest"
"1261","Finland","Female","ST29Q01",4370,"ST29Q01","Math Interest"
"1262","Finland","Male","ST29Q01",4459,"ST29Q01","Math Interest"
"1263","Florida (USA)","Female","ST29Q01",952,"ST29Q01","Math Interest"
"1264","Florida (USA)","Male","ST29Q01",944,"ST29Q01","Math Interest"
"1265","France","Female","ST29Q01",2375,"ST29Q01","Math Interest"
"1266","France","Male","ST29Q01",2238,"ST29Q01","Math Interest"
"1267","Germany","Female","ST29Q01",2462,"ST29Q01","Math Interest"
"1268","Germany","Male","ST29Q01",2539,"ST29Q01","Math Interest"
"1269","Greece","Female","ST29Q01",2576,"ST29Q01","Math Interest"
"1270","Greece","Male","ST29Q01",2549,"ST29Q01","Math Interest"
"1271","Hong Kong-China","Female","ST29Q01",2161,"ST29Q01","Math Interest"
"1272","Hong Kong-China","Male","ST29Q01",2509,"ST29Q01","Math Interest"
"1273","Hungary","Female","ST29Q01",2529,"ST29Q01","Math Interest"
"1274","Hungary","Male","ST29Q01",2281,"ST29Q01","Math Interest"
"1275","Iceland","Female","ST29Q01",1739,"ST29Q01","Math Interest"
"1276","Iceland","Male","ST29Q01",1769,"ST29Q01","Math Interest"
"1277","Indonesia","Female","ST29Q01",2860,"ST29Q01","Math Interest"
"1278","Indonesia","Male","ST29Q01",2762,"ST29Q01","Math Interest"
"1279","Ireland","Female","ST29Q01",2545,"ST29Q01","Math Interest"
"1280","Ireland","Male","ST29Q01",2471,"ST29Q01","Math Interest"
"1281","Israel","Female","ST29Q01",2825,"ST29Q01","Math Interest"
"1282","Israel","Male","ST29Q01",2230,"ST29Q01","Math Interest"
"1283","Italy","Female","ST29Q01",15243,"ST29Q01","Math Interest"
"1284","Italy","Male","ST29Q01",15830,"ST29Q01","Math Interest"
"1285","Japan","Female","ST29Q01",3021,"ST29Q01","Math Interest"
"1286","Japan","Male","ST29Q01",3330,"ST29Q01","Math Interest"
"1287","Jordan","Female","ST29Q01",3615,"ST29Q01","Math Interest"
"1288","Jordan","Male","ST29Q01",3423,"ST29Q01","Math Interest"
"1289","Kazakhstan","Female","ST29Q01",2931,"ST29Q01","Math Interest"
"1290","Kazakhstan","Male","ST29Q01",2877,"ST29Q01","Math Interest"
"1291","Korea","Female","ST29Q01",2342,"ST29Q01","Math Interest"
"1292","Korea","Male","ST29Q01",2691,"ST29Q01","Math Interest"
"1293","Latvia","Female","ST29Q01",2188,"ST29Q01","Math Interest"
"1294","Latvia","Male","ST29Q01",2118,"ST29Q01","Math Interest"
"1295","Liechtenstein","Female","ST29Q01",138,"ST29Q01","Math Interest"
"1296","Liechtenstein","Male","ST29Q01",155,"ST29Q01","Math Interest"
"1297","Lithuania","Female","ST29Q01",2283,"ST29Q01","Math Interest"
"1298","Lithuania","Male","ST29Q01",2335,"ST29Q01","Math Interest"
"1299","Luxembourg","Female","ST29Q01",2581,"ST29Q01","Math Interest"
"1300","Luxembourg","Male","ST29Q01",2677,"ST29Q01","Math Interest"
"1301","Macao-China","Female","ST29Q01",2604,"ST29Q01","Math Interest"
"1302","Macao-China","Male","ST29Q01",2731,"ST29Q01","Math Interest"
"1303","Malaysia","Female","ST29Q01",2745,"ST29Q01","Math Interest"
"1304","Malaysia","Male","ST29Q01",2452,"ST29Q01","Math Interest"
"1305","Massachusetts (USA)","Female","ST29Q01",892,"ST29Q01","Math Interest"
"1306","Massachusetts (USA)","Male","ST29Q01",831,"ST29Q01","Math Interest"
"1307","Mexico","Female","ST29Q01",17553,"ST29Q01","Math Interest"
"1308","Mexico","Male","ST29Q01",16253,"ST29Q01","Math Interest"
"1309","Montenegro","Female","ST29Q01",2373,"ST29Q01","Math Interest"
"1310","Montenegro","Male","ST29Q01",2371,"ST29Q01","Math Interest"
"1311","Netherlands","Female","ST29Q01",2145,"ST29Q01","Math Interest"
"1312","Netherlands","Male","ST29Q01",2315,"ST29Q01","Math Interest"
"1313","New Zealand","Female","ST29Q01",2131,"ST29Q01","Math Interest"
"1314","New Zealand","Male","ST29Q01",2160,"ST29Q01","Math Interest"
"1315","Norway","Female","ST29Q01",2291,"ST29Q01","Math Interest"
"1316","Norway","Male","ST29Q01",2395,"ST29Q01","Math Interest"
"1317","Perm(Russian Federation)","Female","ST29Q01",862,"ST29Q01","Math Interest"
"1318","Perm(Russian Federation)","Male","ST29Q01",899,"ST29Q01","Math Interest"
"1319","Peru","Female","ST29Q01",3118,"ST29Q01","Math Interest"
"1320","Peru","Male","ST29Q01",2917,"ST29Q01","Math Interest"
"1321","Poland","Female","ST29Q01",2388,"ST29Q01","Math Interest"
"1322","Poland","Male","ST29Q01",2219,"ST29Q01","Math Interest"
"1323","Portugal","Female","ST29Q01",2853,"ST29Q01","Math Interest"
"1324","Portugal","Male","ST29Q01",2869,"ST29Q01","Math Interest"
"1325","Qatar","Female","ST29Q01",5305,"ST29Q01","Math Interest"
"1326","Qatar","Male","ST29Q01",5661,"ST29Q01","Math Interest"
"1327","Romania","Female","ST29Q01",2572,"ST29Q01","Math Interest"
"1328","Romania","Male","ST29Q01",2502,"ST29Q01","Math Interest"
"1329","Russian Federation","Female","ST29Q01",2614,"ST29Q01","Math Interest"
"1330","Russian Federation","Male","ST29Q01",2617,"ST29Q01","Math Interest"
"1331","Serbia","Female","ST29Q01",2368,"ST29Q01","Math Interest"
"1332","Serbia","Male","ST29Q01",2316,"ST29Q01","Math Interest"
"1333","Singapore","Female","ST29Q01",2752,"ST29Q01","Math Interest"
"1334","Singapore","Male","ST29Q01",2794,"ST29Q01","Math Interest"
"1335","Slovak Republic","Female","ST29Q01",2231,"ST29Q01","Math Interest"
"1336","Slovak Republic","Male","ST29Q01",2447,"ST29Q01","Math Interest"
"1337","Slovenia","Female","ST29Q01",2699,"ST29Q01","Math Interest"
"1338","Slovenia","Male","ST29Q01",3212,"ST29Q01","Math Interest"
"1339","Spain","Female","ST29Q01",12690,"ST29Q01","Math Interest"
"1340","Spain","Male","ST29Q01",12623,"ST29Q01","Math Interest"
"1341","Sweden","Female","ST29Q01",2378,"ST29Q01","Math Interest"
"1342","Sweden","Male","ST29Q01",2358,"ST29Q01","Math Interest"
"1343","Switzerland","Female","ST29Q01",5579,"ST29Q01","Math Interest"
"1344","Switzerland","Male","ST29Q01",5650,"ST29Q01","Math Interest"
"1345","Thailand","Female","ST29Q01",3736,"ST29Q01","Math Interest"
"1346","Thailand","Male","ST29Q01",2870,"ST29Q01","Math Interest"
"1347","Tunisia","Female","ST29Q01",2390,"ST29Q01","Math Interest"
"1348","Tunisia","Male","ST29Q01",2017,"ST29Q01","Math Interest"
"1349","Turkey","Female","ST29Q01",2370,"ST29Q01","Math Interest"
"1350","Turkey","Male","ST29Q01",2478,"ST29Q01","Math Interest"
"1351","United Arab Emirates","Female","ST29Q01",5792,"ST29Q01","Math Interest"
"1352","United Arab Emirates","Male","ST29Q01",5708,"ST29Q01","Math Interest"
"1353","United Kingdom","Female","ST29Q01",6308,"ST29Q01","Math Interest"
"1354","United Kingdom","Male","ST29Q01",6351,"ST29Q01","Math Interest"
"1355","United States of America","Female","ST29Q01",2453,"ST29Q01","Math Interest"
"1356","United States of America","Male","ST29Q01",2525,"ST29Q01","Math Interest"
"1357","Uruguay","Female","ST29Q01",2826,"ST29Q01","Math Interest"
"1358","Uruguay","Male","ST29Q01",2489,"ST29Q01","Math Interest"
"1359","Vietnam","Female","ST29Q01",2648,"ST29Q01","Math Interest"
"1360","Vietnam","Male","ST29Q01",2311,"ST29Q01","Math Interest"
"1361","Albania","Female","ST29Q03",2416,"ST29Q03","Math Interest"
"1362","Albania","Male","ST29Q03",2327,"ST29Q03","Math Interest"
"1363","Argentina","Female","ST29Q03",3113,"ST29Q03","Math Interest"
"1364","Argentina","Male","ST29Q03",2795,"ST29Q03","Math Interest"
"1365","Australia","Female","ST29Q03",7075,"ST29Q03","Math Interest"
"1366","Australia","Male","ST29Q03",7406,"ST29Q03","Math Interest"
"1367","Austria","Female","ST29Q03",2357,"ST29Q03","Math Interest"
"1368","Austria","Male","ST29Q03",2398,"ST29Q03","Math Interest"
"1369","Belgium","Female","ST29Q03",4287,"ST29Q03","Math Interest"
"1370","Belgium","Male","ST29Q03",4310,"ST29Q03","Math Interest"
"1371","Brazil","Female","ST29Q03",10175,"ST29Q03","Math Interest"
"1372","Brazil","Male","ST29Q03",9029,"ST29Q03","Math Interest"
"1373","Bulgaria","Female","ST29Q03",2578,"ST29Q03","Math Interest"
"1374","Bulgaria","Male","ST29Q03",2704,"ST29Q03","Math Interest"
"1375","Canada","Female","ST29Q03",10943,"ST29Q03","Math Interest"
"1376","Canada","Male","ST29Q03",10601,"ST29Q03","Math Interest"
"1377","Chile","Female","ST29Q03",3512,"ST29Q03","Math Interest"
"1378","Chile","Male","ST29Q03",3344,"ST29Q03","Math Interest"
"1379","China-Shanghai","Female","ST29Q03",2637,"ST29Q03","Math Interest"
"1380","China-Shanghai","Male","ST29Q03",2540,"ST29Q03","Math Interest"
"1381","Chinese Taipei","Female","ST29Q03",3111,"ST29Q03","Math Interest"
"1382","Chinese Taipei","Male","ST29Q03",2935,"ST29Q03","Math Interest"
"1383","Colombia","Female","ST29Q03",4807,"ST29Q03","Math Interest"
"1384","Colombia","Male","ST29Q03",4266,"ST29Q03","Math Interest"
"1385","Connecticut (USA)","Female","ST29Q03",845,"ST29Q03","Math Interest"
"1386","Connecticut (USA)","Male","ST29Q03",852,"ST29Q03","Math Interest"
"1387","Costa Rica","Female","ST29Q03",2460,"ST29Q03","Math Interest"
"1388","Costa Rica","Male","ST29Q03",2142,"ST29Q03","Math Interest"
"1389","Croatia","Female","ST29Q03",2480,"ST29Q03","Math Interest"
"1390","Croatia","Male","ST29Q03",2528,"ST29Q03","Math Interest"
"1391","Czech Republic","Female","ST29Q03",2680,"ST29Q03","Math Interest"
"1392","Czech Republic","Male","ST29Q03",2647,"ST29Q03","Math Interest"
"1393","Denmark","Female","ST29Q03",3777,"ST29Q03","Math Interest"
"1394","Denmark","Male","ST29Q03",3704,"ST29Q03","Math Interest"
"1395","Estonia","Female","ST29Q03",2409,"ST29Q03","Math Interest"
"1396","Estonia","Male","ST29Q03",2370,"ST29Q03","Math Interest"
"1397","Finland","Female","ST29Q03",4370,"ST29Q03","Math Interest"
"1398","Finland","Male","ST29Q03",4459,"ST29Q03","Math Interest"
"1399","Florida (USA)","Female","ST29Q03",952,"ST29Q03","Math Interest"
"1400","Florida (USA)","Male","ST29Q03",944,"ST29Q03","Math Interest"
"1401","France","Female","ST29Q03",2375,"ST29Q03","Math Interest"
"1402","France","Male","ST29Q03",2238,"ST29Q03","Math Interest"
"1403","Germany","Female","ST29Q03",2462,"ST29Q03","Math Interest"
"1404","Germany","Male","ST29Q03",2539,"ST29Q03","Math Interest"
"1405","Greece","Female","ST29Q03",2576,"ST29Q03","Math Interest"
"1406","Greece","Male","ST29Q03",2549,"ST29Q03","Math Interest"
"1407","Hong Kong-China","Female","ST29Q03",2161,"ST29Q03","Math Interest"
"1408","Hong Kong-China","Male","ST29Q03",2509,"ST29Q03","Math Interest"
"1409","Hungary","Female","ST29Q03",2529,"ST29Q03","Math Interest"
"1410","Hungary","Male","ST29Q03",2281,"ST29Q03","Math Interest"
"1411","Iceland","Female","ST29Q03",1739,"ST29Q03","Math Interest"
"1412","Iceland","Male","ST29Q03",1769,"ST29Q03","Math Interest"
"1413","Indonesia","Female","ST29Q03",2860,"ST29Q03","Math Interest"
"1414","Indonesia","Male","ST29Q03",2762,"ST29Q03","Math Interest"
"1415","Ireland","Female","ST29Q03",2545,"ST29Q03","Math Interest"
"1416","Ireland","Male","ST29Q03",2471,"ST29Q03","Math Interest"
"1417","Israel","Female","ST29Q03",2825,"ST29Q03","Math Interest"
"1418","Israel","Male","ST29Q03",2230,"ST29Q03","Math Interest"
"1419","Italy","Female","ST29Q03",15243,"ST29Q03","Math Interest"
"1420","Italy","Male","ST29Q03",15830,"ST29Q03","Math Interest"
"1421","Japan","Female","ST29Q03",3021,"ST29Q03","Math Interest"
"1422","Japan","Male","ST29Q03",3330,"ST29Q03","Math Interest"
"1423","Jordan","Female","ST29Q03",3615,"ST29Q03","Math Interest"
"1424","Jordan","Male","ST29Q03",3423,"ST29Q03","Math Interest"
"1425","Kazakhstan","Female","ST29Q03",2931,"ST29Q03","Math Interest"
"1426","Kazakhstan","Male","ST29Q03",2877,"ST29Q03","Math Interest"
"1427","Korea","Female","ST29Q03",2342,"ST29Q03","Math Interest"
"1428","Korea","Male","ST29Q03",2691,"ST29Q03","Math Interest"
"1429","Latvia","Female","ST29Q03",2188,"ST29Q03","Math Interest"
"1430","Latvia","Male","ST29Q03",2118,"ST29Q03","Math Interest"
"1431","Liechtenstein","Female","ST29Q03",138,"ST29Q03","Math Interest"
"1432","Liechtenstein","Male","ST29Q03",155,"ST29Q03","Math Interest"
"1433","Lithuania","Female","ST29Q03",2283,"ST29Q03","Math Interest"
"1434","Lithuania","Male","ST29Q03",2335,"ST29Q03","Math Interest"
"1435","Luxembourg","Female","ST29Q03",2581,"ST29Q03","Math Interest"
"1436","Luxembourg","Male","ST29Q03",2677,"ST29Q03","Math Interest"
"1437","Macao-China","Female","ST29Q03",2604,"ST29Q03","Math Interest"
"1438","Macao-China","Male","ST29Q03",2731,"ST29Q03","Math Interest"
"1439","Malaysia","Female","ST29Q03",2745,"ST29Q03","Math Interest"
"1440","Malaysia","Male","ST29Q03",2452,"ST29Q03","Math Interest"
"1441","Massachusetts (USA)","Female","ST29Q03",892,"ST29Q03","Math Interest"
"1442","Massachusetts (USA)","Male","ST29Q03",831,"ST29Q03","Math Interest"
"1443","Mexico","Female","ST29Q03",17553,"ST29Q03","Math Interest"
"1444","Mexico","Male","ST29Q03",16253,"ST29Q03","Math Interest"
"1445","Montenegro","Female","ST29Q03",2373,"ST29Q03","Math Interest"
"1446","Montenegro","Male","ST29Q03",2371,"ST29Q03","Math Interest"
"1447","Netherlands","Female","ST29Q03",2145,"ST29Q03","Math Interest"
"1448","Netherlands","Male","ST29Q03",2315,"ST29Q03","Math Interest"
"1449","New Zealand","Female","ST29Q03",2131,"ST29Q03","Math Interest"
"1450","New Zealand","Male","ST29Q03",2160,"ST29Q03","Math Interest"
"1451","Norway","Female","ST29Q03",2291,"ST29Q03","Math Interest"
"1452","Norway","Male","ST29Q03",2395,"ST29Q03","Math Interest"
"1453","Perm(Russian Federation)","Female","ST29Q03",862,"ST29Q03","Math Interest"
"1454","Perm(Russian Federation)","Male","ST29Q03",899,"ST29Q03","Math Interest"
"1455","Peru","Female","ST29Q03",3118,"ST29Q03","Math Interest"
"1456","Peru","Male","ST29Q03",2917,"ST29Q03","Math Interest"
"1457","Poland","Female","ST29Q03",2388,"ST29Q03","Math Interest"
"1458","Poland","Male","ST29Q03",2219,"ST29Q03","Math Interest"
"1459","Portugal","Female","ST29Q03",2853,"ST29Q03","Math Interest"
"1460","Portugal","Male","ST29Q03",2869,"ST29Q03","Math Interest"
"1461","Qatar","Female","ST29Q03",5305,"ST29Q03","Math Interest"
"1462","Qatar","Male","ST29Q03",5661,"ST29Q03","Math Interest"
"1463","Romania","Female","ST29Q03",2572,"ST29Q03","Math Interest"
"1464","Romania","Male","ST29Q03",2502,"ST29Q03","Math Interest"
"1465","Russian Federation","Female","ST29Q03",2614,"ST29Q03","Math Interest"
"1466","Russian Federation","Male","ST29Q03",2617,"ST29Q03","Math Interest"
"1467","Serbia","Female","ST29Q03",2368,"ST29Q03","Math Interest"
"1468","Serbia","Male","ST29Q03",2316,"ST29Q03","Math Interest"
"1469","Singapore","Female","ST29Q03",2752,"ST29Q03","Math Interest"
"1470","Singapore","Male","ST29Q03",2794,"ST29Q03","Math Interest"
"1471","Slovak Republic","Female","ST29Q03",2231,"ST29Q03","Math Interest"
"1472","Slovak Republic","Male","ST29Q03",2447,"ST29Q03","Math Interest"
"1473","Slovenia","Female","ST29Q03",2699,"ST29Q03","Math Interest"
"1474","Slovenia","Male","ST29Q03",3212,"ST29Q03","Math Interest"
"1475","Spain","Female","ST29Q03",12690,"ST29Q03","Math Interest"
"1476","Spain","Male","ST29Q03",12623,"ST29Q03","Math Interest"
"1477","Sweden","Female","ST29Q03",2378,"ST29Q03","Math Interest"
"1478","Sweden","Male","ST29Q03",2358,"ST29Q03","Math Interest"
"1479","Switzerland","Female","ST29Q03",5579,"ST29Q03","Math Interest"
"1480","Switzerland","Male","ST29Q03",5650,"ST29Q03","Math Interest"
"1481","Thailand","Female","ST29Q03",3736,"ST29Q03","Math Interest"
"1482","Thailand","Male","ST29Q03",2870,"ST29Q03","Math Interest"
"1483","Tunisia","Female","ST29Q03",2390,"ST29Q03","Math Interest"
"1484","Tunisia","Male","ST29Q03",2017,"ST29Q03","Math Interest"
"1485","Turkey","Female","ST29Q03",2370,"ST29Q03","Math Interest"
"1486","Turkey","Male","ST29Q03",2478,"ST29Q03","Math Interest"
"1487","United Arab Emirates","Female","ST29Q03",5792,"ST29Q03","Math Interest"
"1488","United Arab Emirates","Male","ST29Q03",5708,"ST29Q03","Math Interest"
"1489","United Kingdom","Female","ST29Q03",6308,"ST29Q03","Math Interest"
"1490","United Kingdom","Male","ST29Q03",6351,"ST29Q03","Math Interest"
"1491","United States of America","Female","ST29Q03",2453,"ST29Q03","Math Interest"
"1492","United States of America","Male","ST29Q03",2525,"ST29Q03","Math Interest"
"1493","Uruguay","Female","ST29Q03",2826,"ST29Q03","Math Interest"
"1494","Uruguay","Male","ST29Q03",2489,"ST29Q03","Math Interest"
"1495","Vietnam","Female","ST29Q03",2648,"ST29Q03","Math Interest"
"1496","Vietnam","Male","ST29Q03",2311,"ST29Q03","Math Interest"
"1497","Albania","Female","ST29Q04",2416,"ST29Q04","Math Interest"
"1498","Albania","Male","ST29Q04",2327,"ST29Q04","Math Interest"
"1499","Argentina","Female","ST29Q04",3113,"ST29Q04","Math Interest"
"1500","Argentina","Male","ST29Q04",2795,"ST29Q04","Math Interest"
"1501","Australia","Female","ST29Q04",7075,"ST29Q04","Math Interest"
"1502","Australia","Male","ST29Q04",7406,"ST29Q04","Math Interest"
"1503","Austria","Female","ST29Q04",2357,"ST29Q04","Math Interest"
"1504","Austria","Male","ST29Q04",2398,"ST29Q04","Math Interest"
"1505","Belgium","Female","ST29Q04",4287,"ST29Q04","Math Interest"
"1506","Belgium","Male","ST29Q04",4310,"ST29Q04","Math Interest"
"1507","Brazil","Female","ST29Q04",10175,"ST29Q04","Math Interest"
"1508","Brazil","Male","ST29Q04",9029,"ST29Q04","Math Interest"
"1509","Bulgaria","Female","ST29Q04",2578,"ST29Q04","Math Interest"
"1510","Bulgaria","Male","ST29Q04",2704,"ST29Q04","Math Interest"
"1511","Canada","Female","ST29Q04",10943,"ST29Q04","Math Interest"
"1512","Canada","Male","ST29Q04",10601,"ST29Q04","Math Interest"
"1513","Chile","Female","ST29Q04",3512,"ST29Q04","Math Interest"
"1514","Chile","Male","ST29Q04",3344,"ST29Q04","Math Interest"
"1515","China-Shanghai","Female","ST29Q04",2637,"ST29Q04","Math Interest"
"1516","China-Shanghai","Male","ST29Q04",2540,"ST29Q04","Math Interest"
"1517","Chinese Taipei","Female","ST29Q04",3111,"ST29Q04","Math Interest"
"1518","Chinese Taipei","Male","ST29Q04",2935,"ST29Q04","Math Interest"
"1519","Colombia","Female","ST29Q04",4807,"ST29Q04","Math Interest"
"1520","Colombia","Male","ST29Q04",4266,"ST29Q04","Math Interest"
"1521","Connecticut (USA)","Female","ST29Q04",845,"ST29Q04","Math Interest"
"1522","Connecticut (USA)","Male","ST29Q04",852,"ST29Q04","Math Interest"
"1523","Costa Rica","Female","ST29Q04",2460,"ST29Q04","Math Interest"
"1524","Costa Rica","Male","ST29Q04",2142,"ST29Q04","Math Interest"
"1525","Croatia","Female","ST29Q04",2480,"ST29Q04","Math Interest"
"1526","Croatia","Male","ST29Q04",2528,"ST29Q04","Math Interest"
"1527","Czech Republic","Female","ST29Q04",2680,"ST29Q04","Math Interest"
"1528","Czech Republic","Male","ST29Q04",2647,"ST29Q04","Math Interest"
"1529","Denmark","Female","ST29Q04",3777,"ST29Q04","Math Interest"
"1530","Denmark","Male","ST29Q04",3704,"ST29Q04","Math Interest"
"1531","Estonia","Female","ST29Q04",2409,"ST29Q04","Math Interest"
"1532","Estonia","Male","ST29Q04",2370,"ST29Q04","Math Interest"
"1533","Finland","Female","ST29Q04",4370,"ST29Q04","Math Interest"
"1534","Finland","Male","ST29Q04",4459,"ST29Q04","Math Interest"
"1535","Florida (USA)","Female","ST29Q04",952,"ST29Q04","Math Interest"
"1536","Florida (USA)","Male","ST29Q04",944,"ST29Q04","Math Interest"
"1537","France","Female","ST29Q04",2375,"ST29Q04","Math Interest"
"1538","France","Male","ST29Q04",2238,"ST29Q04","Math Interest"
"1539","Germany","Female","ST29Q04",2462,"ST29Q04","Math Interest"
"1540","Germany","Male","ST29Q04",2539,"ST29Q04","Math Interest"
"1541","Greece","Female","ST29Q04",2576,"ST29Q04","Math Interest"
"1542","Greece","Male","ST29Q04",2549,"ST29Q04","Math Interest"
"1543","Hong Kong-China","Female","ST29Q04",2161,"ST29Q04","Math Interest"
"1544","Hong Kong-China","Male","ST29Q04",2509,"ST29Q04","Math Interest"
"1545","Hungary","Female","ST29Q04",2529,"ST29Q04","Math Interest"
"1546","Hungary","Male","ST29Q04",2281,"ST29Q04","Math Interest"
"1547","Iceland","Female","ST29Q04",1739,"ST29Q04","Math Interest"
"1548","Iceland","Male","ST29Q04",1769,"ST29Q04","Math Interest"
"1549","Indonesia","Female","ST29Q04",2860,"ST29Q04","Math Interest"
"1550","Indonesia","Male","ST29Q04",2762,"ST29Q04","Math Interest"
"1551","Ireland","Female","ST29Q04",2545,"ST29Q04","Math Interest"
"1552","Ireland","Male","ST29Q04",2471,"ST29Q04","Math Interest"
"1553","Israel","Female","ST29Q04",2825,"ST29Q04","Math Interest"
"1554","Israel","Male","ST29Q04",2230,"ST29Q04","Math Interest"
"1555","Italy","Female","ST29Q04",15243,"ST29Q04","Math Interest"
"1556","Italy","Male","ST29Q04",15830,"ST29Q04","Math Interest"
"1557","Japan","Female","ST29Q04",3021,"ST29Q04","Math Interest"
"1558","Japan","Male","ST29Q04",3330,"ST29Q04","Math Interest"
"1559","Jordan","Female","ST29Q04",3615,"ST29Q04","Math Interest"
"1560","Jordan","Male","ST29Q04",3423,"ST29Q04","Math Interest"
"1561","Kazakhstan","Female","ST29Q04",2931,"ST29Q04","Math Interest"
"1562","Kazakhstan","Male","ST29Q04",2877,"ST29Q04","Math Interest"
"1563","Korea","Female","ST29Q04",2342,"ST29Q04","Math Interest"
"1564","Korea","Male","ST29Q04",2691,"ST29Q04","Math Interest"
"1565","Latvia","Female","ST29Q04",2188,"ST29Q04","Math Interest"
"1566","Latvia","Male","ST29Q04",2118,"ST29Q04","Math Interest"
"1567","Liechtenstein","Female","ST29Q04",138,"ST29Q04","Math Interest"
"1568","Liechtenstein","Male","ST29Q04",155,"ST29Q04","Math Interest"
"1569","Lithuania","Female","ST29Q04",2283,"ST29Q04","Math Interest"
"1570","Lithuania","Male","ST29Q04",2335,"ST29Q04","Math Interest"
"1571","Luxembourg","Female","ST29Q04",2581,"ST29Q04","Math Interest"
"1572","Luxembourg","Male","ST29Q04",2677,"ST29Q04","Math Interest"
"1573","Macao-China","Female","ST29Q04",2604,"ST29Q04","Math Interest"
"1574","Macao-China","Male","ST29Q04",2731,"ST29Q04","Math Interest"
"1575","Malaysia","Female","ST29Q04",2745,"ST29Q04","Math Interest"
"1576","Malaysia","Male","ST29Q04",2452,"ST29Q04","Math Interest"
"1577","Massachusetts (USA)","Female","ST29Q04",892,"ST29Q04","Math Interest"
"1578","Massachusetts (USA)","Male","ST29Q04",831,"ST29Q04","Math Interest"
"1579","Mexico","Female","ST29Q04",17553,"ST29Q04","Math Interest"
"1580","Mexico","Male","ST29Q04",16253,"ST29Q04","Math Interest"
"1581","Montenegro","Female","ST29Q04",2373,"ST29Q04","Math Interest"
"1582","Montenegro","Male","ST29Q04",2371,"ST29Q04","Math Interest"
"1583","Netherlands","Female","ST29Q04",2145,"ST29Q04","Math Interest"
"1584","Netherlands","Male","ST29Q04",2315,"ST29Q04","Math Interest"
"1585","New Zealand","Female","ST29Q04",2131,"ST29Q04","Math Interest"
"1586","New Zealand","Male","ST29Q04",2160,"ST29Q04","Math Interest"
"1587","Norway","Female","ST29Q04",2291,"ST29Q04","Math Interest"
"1588","Norway","Male","ST29Q04",2395,"ST29Q04","Math Interest"
"1589","Perm(Russian Federation)","Female","ST29Q04",862,"ST29Q04","Math Interest"
"1590","Perm(Russian Federation)","Male","ST29Q04",899,"ST29Q04","Math Interest"
"1591","Peru","Female","ST29Q04",3118,"ST29Q04","Math Interest"
